id;teryt;nrk;K15;KBLN;KE;LR;PFP;PLE;PiS;WRB;
478634;260504;9;1.96;1.31;8.50;1.96;0.00;0.65;84.31;1.31;
478635;260505;1;0.59;0.59;32.94;0.00;0.00;0.00;62.35;3.53;
478636;260505;2;1.61;3.21;33.26;0.23;0.92;0.23;58.72;1.83;
478637;260505;3;1.83;5.50;22.02;0.00;0.00;0.00;68.81;1.83;
478638;260505;4;0.73;3.88;12.38;0.49;0.24;0.00;81.31;0.97;
478639;260505;5;2.46;0.00;20.49;0.82;0.00;0.00;75.41;0.82;
478640;260506;1;2.86;1.43;26.29;0.57;0.29;0.29;67.43;0.86;
478641;260506;2;0.78;1.56;24.22;0.78;0.00;2.34;67.97;2.34;
478642;260506;3;3.01;0.75;15.79;0.38;0.38;0.38;78.20;1.13;
478643;260506;4;3.40;0.49;11.17;0.97;0.00;0.00;83.01;0.97;
478644;260506;5;0.00;0.00;16.67;0.62;1.23;0.62;78.40;2.47;
486475;260506;6;6.67;20.00;6.67;0.00;0.00;6.67;33.33;26.67;
478645;260507;1;2.10;5.46;15.55;0.42;0.00;0.00;72.69;3.78;
478646;260507;2;1.34;2.14;12.33;1.07;0.27;0.27;80.16;2.41;
478647;260507;3;3.02;5.03;14.57;0.00;0.50;0.00;75.88;1.01;
478648;260507;4;0.95;4.13;23.81;0.63;0.00;0.00;68.89;1.59;
478649;260507;5;0.00;2.51;13.07;0.00;0.00;0.50;82.41;1.51;
478650;260508;1;4.40;2.93;41.39;0.73;0.73;0.00;46.15;3.66;
478659;260508;10;1.97;1.69;14.93;0.85;0.28;0.28;78.31;1.69;
478660;260508;11;4.41;1.93;19.56;3.58;0.55;0.55;68.60;0.83;
478661;260508;12;3.43;4.90;18.14;0.49;0.49;0.00;69.12;3.43;
478662;260508;13;6.02;4.82;29.32;1.20;0.40;0.80;54.62;2.81;
478663;260508;14;0.00;2.64;12.33;3.96;0.00;0.00;78.85;2.20;
478664;260508;15;5.80;4.35;24.64;0.48;0.48;0.00;63.77;0.48;
478665;260508;16;3.13;5.70;28.49;1.14;0.28;0.28;57.26;3.70;
478666;260508;17;3.34;3.01;22.07;1.34;0.67;0.67;66.89;2.01;
478651;260508;2;3.58;3.58;40.72;0.65;0.00;0.98;48.21;2.28;
478652;260508;3;4.84;2.82;40.32;1.01;0.81;0.00;46.37;3.83;
478653;260508;4;3.51;3.07;37.50;1.10;0.66;0.22;50.66;3.29;
478654;260508;5;4.79;2.56;33.87;1.60;0.00;0.32;54.95;1.92;
478655;260508;6;5.67;1.77;30.14;1.42;1.77;0.71;56.38;2.13;
478656;260508;7;4.07;2.03;22.09;1.16;0.00;0.29;67.44;2.91;
478657;260508;8;2.49;4.42;29.83;0.83;0.55;0.00;58.56;3.31;
478658;260508;9;5.54;3.69;37.20;1.06;0.26;0.26;48.28;3.69;
478667;260601;1;3.35;3.47;14.85;0.12;0.12;0.24;75.81;2.04;
478668;260601;2;2.57;2.86;10.57;0.29;0.29;0.00;81.43;2.00;
478669;260601;3;0.79;2.78;10.32;0.00;0.79;0.00;84.92;0.40;
478670;260601;4;3.64;3.24;10.53;0.40;0.00;0.00;80.57;1.62;
487138;260601;5;5.00;0.00;25.00;0.00;0.00;0.00;70.00;0.00;
478671;260602;1;3.23;2.58;18.28;0.32;0.00;0.32;73.55;1.72;
478672;260602;2;1.18;5.01;12.68;0.88;0.29;0.00;79.65;0.29;
478673;260602;3;2.50;2.00;16.50;1.00;0.50;1.00;75.00;1.50;
478674;260602;4;0.84;0.42;17.23;0.42;0.00;0.00;80.67;0.42;
478675;260602;5;1.27;1.69;15.61;0.42;1.27;0.84;77.22;1.69;
478676;260602;6;1.55;4.26;17.83;0.39;0.00;0.78;74.03;1.16;
478677;260603;1;2.92;2.23;19.21;0.17;0.17;0.17;71.36;3.77;
478678;260603;2;4.00;2.61;13.22;0.52;0.35;0.70;76.00;2.61;
478679;260603;3;3.47;3.47;23.94;0.00;1.16;0.39;66.80;0.77;
478680;260603;4;3.23;4.03;9.68;0.00;0.00;0.81;80.65;1.61;
478681;260604;1;2.04;2.55;30.90;0.34;0.51;0.00;60.27;3.40;
478690;260604;10;3.47;3.47;20.05;0.50;0.50;0.00;69.80;2.23;
486476;260604;11;1.02;0.00;2.04;1.02;0.00;1.02;93.88;1.02;
487136;260604;12;6.06;6.06;6.06;3.03;0.00;6.06;72.73;0.00;
486477;260604;13;0.00;0.00;37.50;0.00;0.00;0.00;37.50;25.00;
478682;260604;2;5.00;4.00;31.00;1.60;0.40;0.80;52.60;4.60;
478683;260604;3;3.85;4.20;29.02;0.87;0.17;0.35;56.99;4.55;
478684;260604;4;3.85;3.98;27.88;0.82;0.69;0.69;58.10;3.98;
478685;260604;5;5.30;1.14;19.70;1.89;0.38;0.00;68.18;3.41;
478686;260604;6;1.72;0.86;32.62;0.86;0.00;0.43;59.23;4.29;
478687;260604;7;1.99;3.19;17.53;0.00;0.00;0.00;73.31;3.98;
478688;260604;8;3.35;3.35;18.18;0.48;0.00;0.48;69.38;4.78;
478689;260604;9;3.08;3.46;19.62;0.77;0.38;0.00;69.62;3.08;
478691;260605;1;2.76;3.31;33.82;0.37;0.74;0.37;55.70;2.94;
478700;260605;10;1.67;2.93;19.25;0.00;0.42;0.00;73.22;2.51;
478701;260605;11;5.26;2.19;42.11;0.88;0.44;0.44;47.37;1.32;
486478;260605;12;0.00;28.00;8.00;8.00;4.00;16.00;32.00;4.00;
486479;260605;13;0.00;7.69;7.69;7.69;7.69;7.69;57.69;3.85;
486480;260605;14;0.00;5.88;23.53;11.76;0.00;11.76;41.18;5.88;
478692;260605;2;2.66;2.25;40.08;1.02;1.02;0.00;49.69;3.27;
478693;260605;3;3.49;3.08;36.76;2.26;0.82;0.41;49.49;3.70;
478694;260605;4;0.47;1.42;20.28;0.47;0.00;0.00;76.42;0.94;
478695;260605;5;2.12;2.65;26.98;0.53;0.00;0.53;62.43;4.76;
478696;260605;6;5.34;3.31;26.46;0.51;0.25;0.00;62.09;2.04;
478697;260605;7;2.17;1.74;17.83;0.43;0.43;0.00;72.17;5.22;
478698;260605;8;3.93;4.37;18.34;1.75;0.44;0.44;65.94;4.80;
478699;260605;9;0.56;2.26;23.73;0.56;0.00;0.00;69.49;3.39;
478702;260606;1;2.94;2.94;22.94;0.59;0.59;0.59;67.65;1.76;
478703;260606;2;3.05;2.79;26.65;1.02;0.00;0.00;62.94;3.55;
478704;260606;3;2.48;4.35;14.60;0.62;0.31;0.00;75.16;2.48;
478705;260606;4;4.02;2.79;8.98;0.31;0.00;0.00;82.04;1.86;
478706;260607;1;3.18;3.18;19.92;1.69;0.85;0.64;67.16;3.39;
478707;260607;2;0.46;2.29;12.39;0.00;1.38;0.00;83.03;0.46;
478708;260607;3;3.97;5.16;11.51;1.19;0.79;0.40;75.40;1.59;
478709;260607;4;0.00;4.76;21.43;0.00;0.00;0.00;73.81;0.00;
478710;260607;5;2.84;3.12;13.92;1.14;1.42;0.57;75.57;1.42;
478711;260607;6;4.38;3.65;15.33;0.00;0.00;0.00;73.72;2.92;
478712;260608;1;3.54;3.24;25.37;0.88;0.88;0.00;62.54;3.54;
478713;260608;2;2.56;2.33;26.51;1.16;0.00;0.47;64.19;2.79;
478714;260608;3;4.03;2.68;25.17;1.34;0.00;0.34;63.09;3.36;
478715;260608;4;2.48;0.83;38.43;0.00;0.83;0.00;55.37;2.07;
478716;260701;1;3.23;4.36;38.14;0.76;0.38;0.57;46.68;5.88;
478725;260701;10;1.92;2.80;41.61;1.40;0.70;0.00;45.98;5.59;
478726;260701;11;2.65;3.29;44.75;1.06;0.00;0.64;41.04;6.57;
478727;260701;12;2.42;3.39;42.74;0.97;0.16;0.65;45.48;4.19;
478728;260701;13;1.85;4.21;47.98;0.67;0.34;0.34;41.08;3.54;
478729;260701;14;2.73;3.10;42.06;0.99;0.87;0.12;45.29;4.84;
478730;260701;15;2.63;3.50;42.56;0.33;0.44;0.66;46.61;3.28;
478731;260701;16;2.99;3.95;36.72;0.36;0.00;0.72;51.20;4.07;
478732;260701;17;3.21;3.11;37.41;1.04;0.10;0.10;50.16;4.87;
478733;260701;18;4.12;4.12;40.55;0.17;0.34;0.69;44.16;5.84;
478734;260701;19;3.63;2.90;43.56;0.54;0.18;0.18;42.29;6.72;
478717;260701;2;2.91;3.09;34.18;0.73;1.27;0.55;53.09;4.18;
478735;260701;20;3.32;3.98;37.15;0.83;0.33;0.33;49.09;4.98;
478736;260701;21;3.03;3.84;41.01;1.21;0.20;0.00;45.05;5.66;
478737;260701;22;3.09;6.29;37.94;0.91;0.46;0.23;45.71;5.37;
478738;260701;23;3.27;4.55;38.00;0.55;0.36;0.91;47.27;5.09;
478739;260701;24;1.67;2.97;39.70;0.74;0.56;0.19;48.79;5.38;
478740;260701;25;2.68;3.06;39.20;0.57;0.19;0.38;49.33;4.59;
478741;260701;26;3.08;3.08;38.02;1.32;0.44;0.22;48.57;5.27;
478742;260701;27;2.27;2.27;41.78;0.95;0.57;0.38;47.07;4.73;
478743;260701;28;1.46;2.55;39.53;0.55;0.73;0.18;51.55;3.46;
478744;260701;29;3.49;4.36;46.41;0.78;0.29;0.10;39.63;4.94;
478718;260701;3;4.18;2.73;34.73;0.32;0.32;0.16;54.02;3.54;
478745;260701;30;2.26;4.53;47.02;0.51;0.10;0.10;40.23;5.25;
478746;260701;31;3.38;4.08;37.53;0.82;0.35;0.00;49.07;4.78;
478747;260701;32;2.64;3.16;40.45;1.05;0.26;0.13;47.04;5.27;
478748;260701;33;4.08;5.55;33.64;1.02;0.45;0.00;50.51;4.76;
478749;260701;34;3.98;5.54;35.12;1.21;1.56;0.35;47.58;4.67;
478750;260701;35;3.30;3.30;34.78;1.50;0.30;0.30;53.22;3.30;
486481;260701;36;3.75;1.25;30.00;3.75;1.25;5.00;48.75;6.25;
486482;260701;37;0.00;6.25;9.38;6.25;6.25;9.38;46.88;15.62;
486483;260701;38;0.00;0.00;33.33;0.00;0.00;0.00;65.28;1.39;
478719;260701;4;2.61;4.41;34.80;1.47;0.33;0.33;50.49;5.56;
478720;260701;5;2.20;3.72;42.47;0.68;0.85;0.34;43.65;6.09;
478721;260701;6;3.99;5.49;40.90;1.25;0.00;0.25;43.64;4.49;
478722;260701;7;1.81;3.82;35.21;0.40;0.20;0.40;53.72;4.43;
478723;260701;8;3.54;2.21;33.63;0.00;0.22;0.00;55.31;5.09;
478724;260701;9;3.82;4.36;45.27;0.55;0.55;0.18;40.00;5.27;
478751;260702;1;3.67;4.10;36.50;1.08;0.65;0.22;50.32;3.46;
478752;260702;2;5.61;4.08;31.12;1.02;0.51;0.51;56.12;1.02;
478753;260702;3;2.07;5.37;25.21;0.00;0.00;0.41;65.70;1.24;
478754;260702;4;1.65;3.30;10.99;0.55;0.00;0.55;82.42;0.55;
478755;260702;5;4.88;2.44;17.07;2.44;0.00;0.00;73.17;0.00;
478756;260703;1;1.98;3.36;35.97;0.99;0.99;0.59;50.59;5.53;
478765;260703;10;1.77;3.10;25.22;0.44;0.44;0.00;65.93;3.10;
478766;260703;11;2.35;4.12;33.24;1.18;0.29;0.29;52.65;5.88;
478767;260703;12;0.76;2.27;21.21;0.00;0.00;0.00;74.24;1.52;
478757;260703;2;4.92;3.08;32.62;0.62;0.62;0.31;51.38;6.46;
478758;260703;3;5.28;3.86;26.02;0.20;0.41;0.00;60.98;3.25;
478759;260703;4;4.97;3.43;34.56;0.36;0.12;0.71;52.90;2.96;
478760;260703;5;3.11;5.70;27.98;2.59;0.00;0.52;55.96;4.15;
478761;260703;6;3.69;3.69;36.16;1.11;0.00;0.37;50.92;4.06;
478762;260703;7;3.36;14.37;27.83;0.31;0.61;0.31;48.62;4.59;
478763;260703;8;1.30;7.17;26.38;0.65;1.95;0.00;58.31;4.23;
478764;260703;9;1.31;4.80;37.55;0.87;0.87;0.44;52.40;1.75;
478768;260704;1;3.73;2.85;29.17;0.88;0.00;0.22;59.87;3.29;
478769;260704;2;2.93;5.85;29.60;1.38;0.17;0.52;57.14;2.41;
478770;260704;3;4.34;3.84;33.72;0.50;0.33;0.17;53.76;3.34;
478771;260704;4;7.09;9.45;26.77;4.72;0.00;0.00;51.18;0.79;
478772;260704;5;3.29;3.29;19.08;2.63;0.00;0.00;71.05;0.66;
478773;260704;6;3.23;3.23;25.81;4.03;0.00;0.81;61.29;1.61;
478774;260705;1;1.62;1.08;20.54;0.54;0.54;0.00;75.14;0.54;
478783;260705;10;6.39;3.65;17.35;0.91;0.00;0.91;67.12;3.65;
478784;260705;11;6.54;3.27;32.03;0.00;0.00;0.65;48.37;9.15;
478775;260705;2;5.68;3.98;18.18;0.00;0.00;0.00;69.32;2.84;
478776;260705;3;6.03;0.00;12.93;0.00;0.86;0.86;75.86;3.45;
478777;260705;4;2.51;4.79;23.06;1.37;0.23;0.23;64.16;3.65;
478778;260705;5;6.24;3.70;27.02;1.39;0.92;0.23;54.97;5.54;
478779;260705;6;3.97;3.70;29.32;0.68;0.55;0.41;58.22;3.15;
478780;260705;7;4.07;2.71;31.67;1.81;0.45;0.00;52.04;7.24;
478781;260705;8;4.09;1.17;28.65;0.00;0.58;0.00;61.40;4.09;
478782;260705;9;1.87;4.49;20.60;1.87;0.37;0.75;64.04;5.99;
478785;260706;1;2.34;6.07;22.20;0.47;0.70;0.23;65.65;2.34;
478786;260706;2;0.80;2.00;13.20;0.00;0.40;0.00;81.60;2.00;
478787;260706;3;4.69;1.17;10.55;0.39;0.00;0.39;82.42;0.39;
478788;260706;4;1.22;1.83;16.50;0.20;0.20;0.00;79.23;0.81;
478789;260706;5;4.00;3.27;16.73;0.36;0.36;0.36;73.09;1.82;
478790;260706;6;3.00;2.10;13.81;0.60;0.00;0.00;78.98;1.50;
478791;260801;1;2.93;2.93;29.30;1.47;0.37;0.00;61.17;1.83;
478792;260801;2;2.07;1.48;28.70;0.89;0.30;0.00;65.09;1.48;
478793;260801;3;0.89;2.66;21.60;0.00;0.30;0.30;73.37;0.89;
478794;260801;4;3.55;4.14;36.09;0.59;0.00;0.00;52.66;2.96;
478795;260801;5;1.22;2.86;26.12;1.22;0.00;0.00;66.94;1.63;
478796;260801;6;0.99;0.99;26.73;0.99;0.00;0.99;66.34;2.97;
478797;260802;1;5.66;3.02;21.89;1.13;0.00;0.00;64.53;3.77;
478798;260802;2;2.20;3.78;21.42;0.79;0.63;0.00;68.03;3.15;
478799;260802;3;4.93;1.64;15.46;0.00;0.66;0.66;75.99;0.66;
478800;260802;4;2.74;7.73;20.95;0.50;0.50;0.00;65.09;2.49;
478801;260803;1;2.85;3.48;24.37;0.00;0.00;0.00;65.82;3.48;
478802;260803;2;2.00;1.67;19.00;0.00;0.33;0.33;74.67;2.00;
478803;260803;3;3.36;2.24;36.26;0.75;0.19;0.00;54.58;2.62;
478804;260803;4;0.00;1.48;17.04;1.48;0.00;0.00;80.00;0.00;
478805;260803;5;2.01;0.67;18.06;1.00;0.00;0.33;77.26;0.67;
478806;260804;1;2.68;6.08;32.36;0.24;0.73;0.00;54.26;3.65;
478815;260804;10;2.07;2.66;18.34;0.30;0.00;0.00;75.44;1.18;
478816;260804;11;3.66;4.08;37.13;1.13;0.00;0.42;50.35;3.23;
478817;260804;12;2.47;4.23;28.75;0.88;0.71;0.53;59.79;2.65;
478818;260804;13;1.59;3.70;27.51;0.00;0.53;0.00;65.34;1.32;
478819;260804;14;3.71;6.52;38.24;0.51;0.26;0.13;48.21;2.43;
486484;260804;15;0.00;0.00;20.00;5.00;0.00;0.00;70.00;5.00;
486485;260804;16;0.00;3.23;19.35;6.45;12.90;3.23;45.16;9.68;
486486;260804;17;20.00;5.95;37.30;2.16;1.62;2.16;23.78;7.03;
478807;260804;2;4.47;2.71;38.28;1.12;0.48;0.16;51.04;1.75;
478808;260804;3;1.62;3.97;41.03;0.88;0.29;0.29;48.68;3.24;
478809;260804;4;1.45;2.91;18.02;0.29;0.00;0.00;75.87;1.45;
478810;260804;5;1.78;2.53;43.54;0.59;0.30;0.59;46.51;4.16;
478811;260804;6;1.49;2.39;29.55;0.60;0.00;0.00;62.69;3.28;
478812;260804;7;3.35;1.52;18.90;0.61;0.00;0.61;74.70;0.30;
478813;260804;8;3.39;3.12;26.30;1.56;0.26;0.00;62.24;3.12;
478814;260804;9;2.27;3.02;20.65;1.01;0.50;0.50;67.76;4.28;
478820;260805;1;2.22;3.45;37.44;0.25;0.25;0.25;53.94;2.22;
478821;260805;2;1.22;1.42;32.32;0.41;0.61;0.20;62.40;1.42;
478822;260805;3;0.80;0.80;20.16;0.20;0.20;0.20;76.05;1.60;
478823;260901;1;2.96;5.78;30.91;1.08;0.40;0.27;54.03;4.57;
478832;260901;10;3.53;4.47;33.18;0.24;0.24;0.24;52.00;6.12;
478833;260901;11;4.06;3.44;45.78;1.41;1.09;0.16;35.94;8.12;
478834;260901;12;2.33;3.99;49.67;0.67;0.33;0.11;37.03;5.88;
478835;260901;13;4.44;6.09;38.45;0.51;0.38;0.89;43.78;5.46;
486487;260901;14;2.60;3.90;23.38;1.30;1.30;5.19;57.14;5.19;
486488;260901;15;1.79;3.57;21.43;1.79;5.36;5.36;57.14;3.57;
478824;260901;2;4.51;4.22;33.58;1.31;0.15;0.87;47.67;7.70;
478825;260901;3;2.32;3.68;38.49;0.77;0.19;0.39;48.94;5.22;
478826;260901;4;2.38;2.68;45.24;0.30;0.60;0.30;44.35;4.17;
478827;260901;5;4.16;4.62;36.98;0.77;1.08;0.15;49.00;3.24;
478828;260901;6;3.00;2.43;40.23;1.00;0.43;0.29;45.79;6.85;
478829;260901;7;3.09;2.32;46.91;0.58;0.39;0.39;37.07;9.27;
478830;260901;8;3.08;2.83;45.26;0.12;0.12;0.49;42.93;5.17;
478831;260901;9;3.65;3.12;51.56;0.78;0.26;0.26;32.55;7.81;
478836;260902;1;3.10;4.08;34.58;0.65;0.16;0.00;52.37;5.06;
478837;260902;2;3.74;2.80;27.57;2.34;0.00;0.00;61.21;2.34;
478838;260902;3;2.73;3.52;34.38;0.39;0.39;0.00;56.25;2.34;
478839;260902;4;2.30;4.98;28.74;0.38;0.00;0.00;62.07;1.53;
478840;260902;5;1.67;2.51;39.00;0.00;0.28;0.00;52.65;3.90;
478841;260902;6;6.49;2.16;34.05;1.08;1.08;0.00;51.89;3.24;
478842;260902;7;2.63;1.75;38.89;0.58;0.88;0.00;53.22;2.05;
478843;260902;8;3.24;2.08;28.70;0.23;0.93;0.23;60.88;3.70;
478844;260903;1;3.65;2.59;32.57;0.91;0.15;0.61;56.93;2.59;
478845;260903;2;2.82;3.95;13.84;0.28;0.00;0.28;76.27;2.54;
478846;260903;3;2.45;1.36;16.62;0.27;0.00;0.00;77.38;1.91;
478847;260903;4;2.47;2.47;19.14;1.85;0.00;0.00;73.46;0.62;
478848;260903;5;1.49;3.48;29.85;0.50;1.00;0.00;60.70;2.99;
478849;260903;6;0.89;2.23;6.70;1.34;0.00;1.34;86.61;0.89;
478850;260903;7;1.37;3.42;22.60;0.00;0.00;0.00;72.60;0.00;
478851;260903;8;2.68;5.03;21.81;0.34;0.34;0.00;67.79;2.01;
478852;260904;1;2.83;3.56;29.84;0.52;0.31;0.21;60.94;1.78;
478853;260904;2;1.51;6.04;22.96;0.00;0.60;0.30;67.07;1.51;
478854;260904;3;1.09;4.92;20.22;0.00;0.00;0.00;73.22;0.55;
478855;260904;4;2.95;4.80;15.50;0.74;0.74;0.00;74.91;0.37;
478856;260904;5;2.69;1.92;24.62;0.00;0.38;0.38;69.62;0.38;
478857;260904;6;0.00;1.81;24.10;0.00;0.00;0.00;71.08;3.01;
478858;260904;7;3.72;1.86;20.07;1.49;1.12;0.37;69.89;1.49;
478859;260905;1;3.74;3.74;22.54;0.49;0.00;0.10;67.52;1.87;
478860;260905;2;0.89;3.25;19.53;0.59;0.30;0.00;73.67;1.78;
478861;260905;3;1.41;4.24;22.44;0.18;0.71;0.18;68.73;2.12;
478862;260905;4;2.10;3.44;24.25;0.45;0.00;0.60;68.26;0.90;
478863;260906;1;4.16;3.16;29.95;0.17;0.50;0.00;58.57;3.49;
478864;260906;2;3.93;4.21;16.57;0.56;0.28;0.00;72.75;1.69;
478865;260906;3;2.20;4.13;27.27;0.00;0.00;0.00;65.01;1.38;
478866;260906;4;1.38;3.87;18.78;0.00;0.28;0.00;73.20;2.49;
478867;260906;5;2.54;4.44;34.92;0.95;0.32;0.32;50.48;6.03;
478868;260907;1;3.71;5.93;22.26;0.30;0.15;0.00;66.77;0.89;
478869;260907;2;2.31;2.82;31.28;0.77;0.51;0.26;61.03;1.03;
478870;260907;3;2.44;3.52;35.50;0.81;0.00;0.27;56.37;1.08;
478871;260907;4;1.94;5.57;22.76;1.45;0.00;0.24;65.62;2.42;
478872;260907;5;1.14;4.86;26.29;0.86;0.29;0.00;62.86;3.71;
478873;260907;6;3.16;5.53;29.74;0.53;0.53;0.53;57.11;2.89;
478874;260907;7;3.43;4.86;34.86;0.57;0.29;0.86;51.14;4.00;
478875;260908;1;2.31;4.62;32.34;1.65;0.33;0.00;56.44;2.31;
478876;260908;2;3.62;2.71;30.77;1.36;0.45;0.45;57.92;2.71;
478877;260908;3;5.31;2.86;20.41;0.41;0.00;0.00;66.53;4.49;
478878;260908;4;2.45;5.71;24.90;0.41;1.22;0.41;60.82;4.08;
478879;260908;5;2.92;4.38;30.66;0.00;0.00;0.00;60.58;1.46;
478880;260909;1;2.72;1.36;33.38;0.76;0.91;0.00;57.70;3.17;
478881;260909;2;2.53;2.32;32.70;0.42;0.00;0.00;59.92;2.11;
478882;260909;3;4.40;0.73;24.91;0.00;1.10;0.00;65.20;3.66;
478883;261001;1;1.31;1.75;32.60;1.97;0.44;0.00;58.64;3.28;
478892;261001;10;4.43;5.26;36.01;0.00;0.55;0.55;50.42;2.77;
478893;261001;11;2.11;3.03;42.95;1.32;0.53;0.00;47.30;2.77;
478894;261001;12;2.99;3.90;37.14;0.00;0.26;0.13;50.39;5.19;
478895;261001;13;1.75;4.04;39.45;0.33;0.33;0.33;50.38;3.39;
478896;261001;14;2.96;5.93;37.29;0.31;0.16;0.16;49.77;3.43;
478897;261001;15;4.72;1.84;38.32;0.26;0.26;0.52;48.56;5.51;
478898;261001;16;4.84;3.29;45.93;0.78;0.58;0.00;37.98;6.59;
478899;261001;17;2.46;2.13;45.80;1.23;0.22;0.45;44.46;3.25;
478900;261001;18;2.16;4.79;44.05;1.39;0.15;0.15;42.50;4.79;
478901;261001;19;4.68;3.42;42.76;0.57;0.80;0.23;41.85;5.70;
478884;261001;2;3.43;4.98;42.52;1.09;0.78;0.31;42.52;4.36;
478902;261001;20;2.80;4.11;37.99;0.33;0.82;0.66;48.19;5.10;
478903;261001;21;3.58;3.69;43.62;0.78;0.34;0.45;44.18;3.36;
478904;261001;22;1.71;5.31;41.75;1.14;0.19;0.38;43.64;5.88;
478905;261001;23;4.60;4.07;40.71;0.18;0.88;0.00;45.49;4.07;
478906;261001;24;2.22;3.75;39.72;0.69;0.56;0.42;48.33;4.31;
478907;261001;25;3.06;3.76;40.71;1.29;0.59;0.82;45.41;4.35;
478908;261001;26;2.38;5.34;40.50;1.07;0.95;0.12;44.30;5.34;
478909;261001;27;2.87;4.38;42.90;0.45;0.30;0.00;43.66;5.44;
478910;261001;28;2.30;4.02;47.51;0.57;0.38;0.38;41.19;3.64;
486489;261001;29;0.00;0.00;16.67;0.00;0.00;0.00;79.17;4.17;
478885;261001;3;4.87;5.24;39.33;0.19;1.12;0.19;42.13;6.93;
486490;261001;30;0.00;0.00;27.27;0.00;4.55;0.00;68.18;0.00;
486491;261001;31;0.00;0.00;14.29;0.00;0.00;4.76;76.19;4.76;
487059;261001;32;16.67;8.33;25.00;0.00;0.00;16.67;33.33;0.00;
478886;261001;4;7.14;6.39;38.72;0.38;0.38;0.00;43.23;3.76;
478887;261001;5;3.12;3.12;36.93;0.72;0.72;0.00;50.84;4.56;
478888;261001;6;5.15;4.47;38.83;0.34;0.34;0.34;48.11;2.41;
478889;261001;7;4.31;1.44;26.32;1.91;0.00;0.96;61.72;3.35;
478890;261001;8;2.76;3.45;38.97;0.34;0.34;0.34;48.97;4.83;
478891;261001;9;2.58;2.91;45.88;0.81;0.97;0.16;42.00;4.68;
478911;261002;1;4.11;2.20;38.18;1.32;0.29;0.44;50.95;2.50;
478912;261002;2;3.04;2.41;31.14;1.01;0.89;0.38;56.84;4.30;
478913;261002;3;6.04;3.36;18.29;0.17;0.17;0.17;68.46;3.36;
478914;261002;4;1.09;4.37;14.75;0.00;0.00;0.00;77.32;2.46;
478915;261002;5;3.41;4.44;21.84;0.34;0.00;0.00;66.55;3.41;
478916;261003;1;4.44;8.33;20.56;0.56;0.28;0.00;62.50;3.33;
478917;261003;2;14.16;6.19;22.12;0.00;0.88;0.00;54.87;1.77;
478918;261003;3;1.29;5.15;13.92;0.52;1.03;0.00;73.97;4.12;
478919;261003;4;5.67;1.67;16.67;0.00;0.67;0.00;74.67;0.67;
478920;261003;5;4.29;5.52;17.79;0.00;0.00;0.00;70.55;1.84;
478921;261003;6;3.85;2.71;16.29;1.58;0.23;0.90;71.27;3.17;
478922;261004;1;4.63;4.01;26.54;0.31;0.31;0.00;61.11;3.09;
478923;261004;2;1.92;5.77;25.00;0.00;0.00;0.38;65.38;1.54;
478924;261004;3;4.76;5.78;29.93;0.68;0.45;0.00;55.33;3.06;
478925;261004;4;5.82;1.27;32.66;0.51;0.00;0.00;55.19;4.56;
478926;261004;5;2.37;7.91;12.25;1.19;1.19;0.79;71.54;2.77;
478927;261005;1;3.76;5.96;29.78;0.63;0.31;0.00;55.49;4.08;
478936;261005;10;4.13;5.90;21.53;0.29;0.88;0.59;63.42;3.24;
478937;261005;11;0.61;5.49;40.85;0.00;0.00;0.61;50.00;2.44;
478938;261005;12;5.11;2.92;31.39;0.00;0.73;0.00;47.45;12.41;
478928;261005;2;3.12;3.33;37.42;1.46;0.62;0.21;49.90;3.95;
478929;261005;3;5.08;3.17;51.43;0.95;0.63;0.00;36.51;2.22;
478930;261005;4;4.82;4.53;41.36;0.85;1.13;0.28;42.21;4.82;
478931;261005;5;2.69;2.69;40.07;0.34;0.34;0.34;49.83;3.70;
478932;261005;6;2.63;4.21;41.58;1.05;0.00;0.53;43.68;6.32;
478933;261005;7;1.85;5.09;27.31;0.00;1.39;0.00;60.19;4.17;
478934;261005;8;3.66;3.11;41.03;0.55;0.55;0.37;46.34;4.40;
478935;261005;9;4.12;6.05;34.14;0.73;0.73;0.00;50.12;4.12;
478939;261101;1;4.79;4.58;39.51;1.06;0.96;0.43;44.20;4.47;
478948;261101;10;2.99;4.28;40.21;0.94;0.43;0.09;45.42;5.65;
478949;261101;11;3.78;2.94;41.68;1.12;0.42;0.28;44.48;5.31;
478950;261101;12;2.82;4.94;36.94;1.18;0.47;0.82;50.12;2.71;
478951;261101;13;2.34;2.11;42.32;0.70;0.47;0.70;46.19;5.16;
478952;261101;14;4.17;3.67;41.57;0.33;0.50;0.17;44.24;5.34;
478953;261101;15;3.74;5.39;33.23;1.05;0.15;0.15;51.20;5.09;
478954;261101;16;4.58;5.34;27.10;1.15;0.57;0.38;55.34;5.53;
478955;261101;17;4.29;2.86;35.71;0.89;0.71;0.71;50.00;4.82;
478956;261101;18;4.19;4.04;38.92;0.45;0.15;0.15;47.46;4.64;
478957;261101;19;3.72;4.21;33.76;0.88;1.08;0.68;52.05;3.62;
478940;261101;2;4.55;3.68;36.60;2.10;0.53;0.18;47.46;4.90;
478958;261101;20;5.32;5.87;45.18;1.88;0.66;0.22;34.99;5.87;
478959;261101;21;2.22;5.25;42.47;0.93;0.82;0.12;44.34;3.85;
478960;261101;22;3.18;3.31;34.90;1.02;0.64;0.51;51.59;4.84;
