rok;nr_okr;nr_k;komitet;kandydat;glosy;procent_okr;procent_lista;plec;wynik
2007;27;12;PiS;LINDERT Jan;899;0.26;0.74;M;N
2007;27;13;PiS;ZAMORA-PODSIADŁO Jolanta Krystyna;1736;0.50;1.42;K;N
2007;27;14;PiS;URBAŃCZYK Marek Grzegorz;1465;0.42;1.20;M;N
2007;27;15;PiS;DZIEDZIC Janusz Witold;1730;0.50;1.42;M;N
2007;27;16;PiS;MADEJCZYK-PORĘBA Magdalena Maria;2438;0.71;2.00;K;N
2007;27;17;PiS;MEJSAK Jarosław Paweł;1426;0.41;1.17;M;N
2007;27;18;PiS;WAŁACH Monika Irena;4480;1.30;3.67;K;N
2007;27;1;Samoobrona;KOZAK Dariusz;860;0.25;27.34;M;N
2007;27;2;Samoobrona;MIKOŁAJCZYK Ludwik Jan;339;0.10;10.78;M;N
2007;27;3;Samoobrona;STAŃKO Jacek Michał;226;0.07;7.18;M;N
2007;27;4;Samoobrona;PAWLUS Krzysztof Bolesław;160;0.05;5.09;M;N
2007;27;5;Samoobrona;JUSZCZYK Alfred Alojzy;157;0.05;4.99;M;N
2007;27;6;Samoobrona;OZAIST Henryk Piotr;127;0.04;4.04;M;N
2007;27;7;Samoobrona;TYMOCHOWICZ Agnieszka;143;0.04;4.55;K;N
2007;27;8;Samoobrona;UCHYŁA Katarzyna;208;0.06;6.61;K;N
2007;27;9;Samoobrona;BANACH Jarosław Tomasz;121;0.04;3.85;M;N
2007;27;10;Samoobrona;GALANT Roman Hieronim;50;0.01;1.59;M;N
2007;27;11;Samoobrona;ODZIEMCZYK Grzegorz Konrad;59;0.02;1.88;M;N
2007;27;12;Samoobrona;WIŚNIEWSKI Eugeniusz Roman;70;0.02;2.23;M;N
2007;27;13;Samoobrona;PIECUCH Krystian Józef;123;0.04;3.91;M;N
2007;27;14;Samoobrona;RUSIN Marzena Katarzyna;152;0.04;4.83;K;N
2007;27;15;Samoobrona;ULRYCH Bogdan;132;0.04;4.20;M;N
2007;27;16;Samoobrona;BRZUCHAŃSKI Jacek Tadeusz;42;0.01;1.34;M;N
2007;27;17;Samoobrona;RUSIN Leokadia;91;0.03;2.89;K;N
2007;27;18;Samoobrona;MINIEWICZ Łukasz Kazimierz;86;0.02;2.73;M;N
2007;28;1;LPR;SKALIK Włodzimierz Bogdan;1897;0.74;47.81;M;N
2007;28;2;LPR;KRAMARSKI Stefan;435;0.17;10.96;M;N
2007;28;3;LPR;BERNACKI Mateusz Piotr;213;0.08;5.37;M;N
2007;28;4;LPR;KAPTACZ Anna Janina;208;0.08;5.24;K;N
2007;28;5;LPR;ŚWIERC Ireneusz Józef;125;0.05;3.15;M;N
2007;28;6;LPR;NIENARTOWICZ Grzegorz;161;0.06;4.06;M;N
2007;28;7;LPR;SZLACHTA Marta Krzysztofa;119;0.05;3.00;K;N
2007;28;8;LPR;CHRZĄSZCZ Grzegorz;249;0.10;6.28;M;N
2007;28;9;LPR;LACH Grzegorz;116;0.05;2.92;M;N
2007;28;10;LPR;ŻUREK Sławomir Henryk;153;0.06;3.86;M;N
2007;28;11;LPR;JANECZEK Ireneusz;61;0.02;1.54;M;N
2007;28;12;LPR;DUCZKOWSKI Janusz;43;0.02;1.08;M;N
2007;28;13;LPR;BEDNARSKI Janusz Marek;78;0.03;1.97;M;N
2007;28;14;LPR;KRYSIAK Romuald Stanisław;110;0.04;2.77;M;N
2007;28;1;LiD;MATYJASZCZYK Krzysztof Adam;16432;6.43;43.54;M;T
2007;28;2;LiD;KASPRZYK Jacek Franciszek;4855;1.90;12.86;M;N
2007;28;3;LiD;POLAK Danuta;3990;1.56;10.57;K;N
2007;28;4;LiD;TYL Tomasz;751;0.29;1.99;M;N
2007;28;5;LiD;KOLASA Grażyna Maria;3321;1.30;8.80;K;N
2007;28;6;LiD;ORŁOWSKI Rafał Piotr;1339;0.52;3.55;M;N
2007;28;7;LiD;HAŁACZKIEWICZ Tadeusz Stanisław;667;0.26;1.77;M;N
2007;28;8;LiD;GRABAŁOWSKI Wojciech Józef;712;0.28;1.89;M;N
2007;28;9;LiD;GABARSKA Anna Agnieszka;1306;0.51;3.46;K;N
2007;28;10;LiD;KROMOŁOWSKI Henryk Antoni;612;0.24;1.62;M;N
2007;28;11;LiD;KONIECZNY Wojciech;697;0.27;1.85;M;N
2007;28;12;LiD;KACZMAREK Dariusz Stefan;1096;0.43;2.90;M;N
2007;28;13;LiD;ROSIŃSKI Ryszard;359;0.14;0.95;M;N
2007;28;14;LiD;MARZEC Danuta Krystyna;1604;0.63;4.25;K;N
2007;28;1;PO;ROZPONDEK Halina Leokadia;42951;16.80;41.86;K;T
2007;28;2;PO;PICHETA Wojciech Zbigniew;9876;3.86;9.63;M;N
2007;28;3;PO;SZTOLCMAN Grzegorz Czesław;12701;4.97;12.38;M;T
2007;28;4;PO;LESZCZYNA Izabela Dorota;11617;4.54;11.32;K;T
2007;28;5;PO;KRAKOWIAN Janusz Henryk;5522;2.16;5.38;M;N
2007;28;6;PO;SADEK Iwona Józefa;2490;0.97;2.43;K;N
2007;28;7;PO;KACZUGA Adam Bogdan;3059;1.20;2.98;M;N
2007;28;8;PO;SABAT Bartłomiej Daniel;2735;1.07;2.67;M;N
2007;28;9;PO;KUCHARCZYK Zygmunt Adam;2085;0.82;2.03;M;N
2007;28;10;PO;WAWRZKIEWICZ Maciej Tomasz;730;0.29;0.71;M;N
2007;28;11;PO;ZATOŃ Andrzej;2322;0.91;2.26;M;N
2007;28;12;PO;PODBIOŁ Gabriel;2069;0.81;2.02;M;N
2007;28;13;PO;ZACZKOWSKI Mariusz Andrzej;797;0.31;0.78;M;N
2007;28;14;PO;KWAPISZ Andrzej Sylwester;3652;1.43;3.56;M;N
2007;28;1;PPP;WRONA Henryk Antoni;1227;0.48;35.27;M;N
2007;28;2;PPP;ZADORA Norbert Konrad;202;0.08;5.81;M;N
2007;28;3;PPP;POPCZYK Bartosz Adam;197;0.08;5.66;M;N
2007;28;4;PPP;RYBAK Kamila Dorota;363;0.14;10.43;K;N
2007;28;5;PPP;KRÓLIK Wiktor Paweł;155;0.06;4.46;M;N
2007;28;6;PPP;KASPRZYK Rafał Józef;305;0.12;8.77;M;N
2007;28;7;PPP;RYBAK Sławomir Teodor;138;0.05;3.97;M;N
2007;28;8;PPP;ZAJĄC Grzegorz Paweł;250;0.10;7.19;M;N
2007;28;9;PPP;KOWALCZYK Zbigniew Bogusław;169;0.07;4.86;M;N
2007;28;10;PPP;MIELCZAREK Robert Dariusz;173;0.07;4.97;M;N
2007;28;11;PPP;OKRĘGLICKI Robert Stanisław;52;0.02;1.49;M;N
2007;28;12;PPP;TABINOWSKI Mieczysław Kazimierz;68;0.03;1.95;M;N
2007;28;13;PPP;RAKOWIECKI Jerzy Bogdan;58;0.02;1.67;M;N
2007;28;14;PPP;COFÓR Marcin;122;0.05;3.51;M;N
2007;28;1;PSL;SMELA Krzysztof;6030;2.36;24.08;M;N
2007;28;2;PSL;SERAFIN Władysław;4422;1.73;17.66;M;N
2007;28;3;PSL;KUBAT Andrzej;1810;0.71;7.23;M;N
2007;28;4;PSL;SOCHA Anna Marta;2475;0.97;9.88;K;N
2007;28;5;PSL;KIEPURA Henryk;3119;1.22;12.45;M;N
2007;28;6;PSL;KASIURA Henryk Adam;1025;0.40;4.09;M;N
2007;28;7;PSL;GMITRUK Stanisław;1095;0.43;4.37;M;N
2007;28;8;PSL;BEZA Jan Stanisław;533;0.21;2.13;M;N
2007;28;9;PSL;NIEMCZYK Bernadetta Barbara;579;0.23;2.31;K;N
2007;28;10;PSL;KRYSIK Zdzisław Andrzej;269;0.11;1.07;M;N
2007;28;11;PSL;MICHALIK Jan;759;0.30;3.03;M;N
2007;28;12;PSL;BANASIAK Aleksandra;829;0.32;3.31;K;N
2007;28;13;PSL;CIEŚLIŃSKI Marek Jan;517;0.20;2.06;M;N
2007;28;14;PSL;NOWAK Robert Tomasz;1584;0.62;6.32;M;N
2007;28;1;PiS;GIŻYŃSKI Szymon Stanisław;28531;11.16;36.13;M;T
2007;28;2;PiS;WIŚNIEWSKA Jadwiga Maria;20814;8.14;26.35;K;T
2007;28;3;PiS;KARASIEWICZ Lucjan Dominik;10938;4.28;13.85;M;T
2007;28;4;PiS;KASPRZYK Danuta;3390;1.33;4.29;K;N
2007;28;5;PiS;POHORECKA Monika Sylwia;3025;1.18;3.83;K;N
2007;28;6;PiS;JANISZEWSKA Anna Maria;2061;0.81;2.61;K;N
2007;28;7;PiS;ŚWIERCZYŃSKI Czesław Michał;1848;0.72;2.34;M;N
2007;28;8;PiS;STRZELECKI Tadeusz Wojciech;1276;0.50;1.62;M;N
2007;28;9;PiS;BAUM Piotr Mieczysław;446;0.17;0.56;M;N
2007;28;10;PiS;LESZCZYŃSKI Dariusz Krzysztof;1639;0.64;2.08;M;N
2007;28;11;PiS;KAZIMIERSKI Sławomir Piotr;753;0.29;0.95;M;N
2007;28;12;PiS;BUJAK Piotr Sylwester;1143;0.45;1.45;M;N
2007;28;13;PiS;KLETA Krzysztof Józef;804;0.31;1.02;M;N
2007;28;14;PiS;KOWALCZYK Jolanta;2308;0.90;2.92;K;N
2007;28;1;Samoobrona;GRZESIK Andrzej Marek;1871;0.73;47.83;M;N
2007;28;2;Samoobrona;PTAK Adam Janusz;345;0.13;8.82;M;N
2007;28;3;Samoobrona;KUMOR Jarosław Stanisław;374;0.15;9.56;M;N
2007;28;4;Samoobrona;REMBISZEWSKI Krzysztof Franciszek;117;0.05;2.99;M;N
2007;28;5;Samoobrona;TRYBUS Halina Agnieszka;170;0.07;4.35;K;N
2007;28;6;Samoobrona;LESZCZYK Krzysztof Zygmunt;152;0.06;3.89;M;N
2007;28;7;Samoobrona;KOŁEK Grzegorz Marcin;157;0.06;4.01;M;N
2007;28;8;Samoobrona;WIECZOREK Lech Andrzej;138;0.05;3.53;M;N
2007;28;9;Samoobrona;KOLAN Ryszard Lucjan;151;0.06;3.86;M;N
2007;28;10;Samoobrona;PURGAL Stanisław Józef;76;0.03;1.94;M;N
2007;28;11;Samoobrona;SKOP Paweł Wojciech;52;0.02;1.33;M;N
2007;28;12;Samoobrona;HUTNY Paweł Adam;54;0.02;1.38;M;N
2007;28;13;Samoobrona;POŚPIECH Izabela Ewa;183;0.07;4.68;K;N
2007;28;14;Samoobrona;GRZEGORCZYK Cezary Pankracy;72;0.03;1.84;M;N
2007;29;1;LPR;SŁAWSKI Sławomir Michał;1039;0.32;32.36;M;N
2007;29;2;LPR;DZIUK Barbara Anna;404;0.12;12.58;K;N
2007;29;3;LPR;POLNIAK Dariusz Roman;115;0.03;3.58;M;N
2007;29;4;LPR;ŻEBROWSKI Michał;233;0.07;7.26;M;N
2007;29;5;LPR;KANDZIOR Maciej Bartłomiej;119;0.04;3.71;M;N
2007;29;6;LPR;SZCZEPAŃSKA Danuta Teresa;222;0.07;6.91;K;N
2007;29;7;LPR;GĄSIOROWSKA Anna Maria;112;0.03;3.49;K;N
2007;29;8;LPR;DZIĘCIELEWSKI Marek Jerzy;67;0.02;2.09;M;N
2007;29;9;LPR;ZABIEGAŁA Witold Grzegorz;88;0.03;2.74;M;N
2007;29;10;LPR;GWAREK Przemysław Krzysztof;96;0.03;2.99;M;N
2007;29;11;LPR;BRYK Sławomir Mariusz;74;0.02;2.30;M;N
2007;29;12;LPR;SEŃCZUK Bogusław Ryszard;59;0.02;1.84;M;N
2007;29;13;LPR;TOMAŚ Grzegorz Ryszard;64;0.02;1.99;M;N
2007;29;14;LPR;CICHOŃ Stefania Augustyna;121;0.04;3.77;K;N
2007;29;15;LPR;KLEWANIEC Jakub Andrzej;45;0.01;1.40;M;N
2007;29;16;LPR;OZIORO Marek Sylwian;44;0.01;1.37;M;N
2007;29;17;LPR;LAZAR Rafał Kamil;78;0.02;2.43;M;N
2007;29;18;LPR;GROBELNY Paweł Sebastian;67;0.02;2.09;M;N
2007;29;19;LPR;ZIENTARA Grzegorz Michał;41;0.01;1.28;M;N
2007;29;20;LPR;PIANKA Marcin;123;0.04;3.83;M;N
2007;29;1;LiD;MARTYNIUK Wacław Andrzej;16125;4.90;36.92;M;T
2007;29;2;LiD;CHWILUK Andrzej;3281;1.00;7.51;M;N
2007;29;3;LiD;CZUBAK Jan Kazimierz;1845;0.56;4.22;M;N
2007;29;4;LiD;KUBICA Józef Jerzy;3102;0.94;7.10;M;N
2007;29;5;LiD;WIDUCH Marek Damian;6587;2.00;15.08;M;N
2007;29;6;LiD;CHOJNACKI Jan;2326;0.71;5.33;M;N
2007;29;7;LiD;MICHALSKA Jadwiga Aniela;1951;0.59;4.47;K;N
2007;29;8;LiD;CZAJKOWSKI Waldemar Kazimierz;522;0.16;1.20;M;N
2007;29;9;LiD;ROGUSZ Andrzej;558;0.17;1.28;M;N
2007;29;10;LiD;WAWER Stefania Paulina;1849;0.56;4.23;K;N
2007;29;11;LiD;KRÓL Adrian Marian;686;0.21;1.57;M;N
2007;29;12;LiD;ĆWIKLIŃSKI Dominik Jan;215;0.07;0.49;M;N
2007;29;13;LiD;STRASZAK Bartosz Jan;267;0.08;0.61;M;N
2007;29;14;LiD;KRUCZKOWSKI Rafał Franciszek;412;0.13;0.94;M;N
2007;29;15;LiD;PSIUK Tadeusz Jan;564;0.17;1.29;M;N
2007;29;16;LiD;MIKULSKI Lech Bolesław;249;0.08;0.57;M;N
2007;29;17;LiD;PAZDAN Ewelina;620;0.19;1.42;K;N
2007;29;18;LiD;ZWOLIŃSKI Krzysztof Stanisław;230;0.07;0.53;M;N
2007;29;19;LiD;KOMOR Artur Jerzy;267;0.08;0.61;M;N
2007;29;20;LiD;WIECZOREK Paweł Józef;2023;0.61;4.63;M;N
2007;29;1;PO;GAŁAŻEWSKI Andrzej Józef;33766;10.25;20.63;M;T
2007;29;2;PO;SZUMILAS Krystyna Maria;27100;8.23;16.56;K;T
2007;29;3;PO;SEKUŁA Mirosław;22261;6.76;13.60;M;T
2007;29;4;PO;GŁOGOWSKI Tomasz Marian;20744;6.30;12.68;M;T
2007;29;5;PO;BRZEZINKA Jacek Piotr;9127;2.77;5.58;M;T
2007;29;6;PO;MAMOK Tadeusz Sylwester;5906;1.79;3.61;M;N
2007;29;7;PO;KAŹMIERCZAK Jan Piotr;7641;2.32;4.67;M;T
2007;29;8;PO;KARDASZ Piotr;5422;1.65;3.31;M;N
2007;29;9;PO;DĄBROWSKA Jolanta;4361;1.32;2.66;K;N
2007;29;10;PO;MOŚ Adam;6142;1.86;3.75;M;N
2007;29;11;PO;KRÓL Janusz Zbigniew;2596;0.79;1.59;M;N
2007;29;12;PO;RYCHLIK-NAWRAT Jolanta Urszula;3551;1.08;2.17;K;N
2007;29;13;PO;DAROWSKI Andrzej Roman;916;0.28;0.56;M;N
2007;29;14;PO;SZCZECHOWSKI Krzysztof Andrzej;1233;0.37;0.75;M;N
2007;29;15;PO;STĘPIEŃ Joanna;3774;1.15;2.31;K;N
2007;29;16;PO;ŁYDA Krzysztof Stanisław;1149;0.35;0.70;M;N
2007;29;17;PO;MICHALIK Grzegorz Jan;1826;0.55;1.12;M;N
2007;29;18;PO;MOGIELNICKI Edmund Józef;1053;0.32;0.64;M;N
2007;29;19;PO;DOROŻYŃSKA Agnieszka Beata;2591;0.79;1.58;K;N
2007;29;20;PO;BĄBKA Tomasz;2496;0.76;1.53;M;N
2007;29;1;PPP;MORIC Stanisław;822;0.25;24.80;M;N
2007;29;2;PPP;ZAWADZKI Roman;503;0.15;15.17;M;N
2007;29;3;PPP;BOJCZUK Grzegorz;186;0.06;5.61;M;N
2007;29;4;PPP;WIKIEL Jerzy Michał;113;0.03;3.41;M;N
2007;29;5;PPP;PŁACZEK Marcin;329;0.10;9.92;M;N
2007;29;6;PPP;KOSZOWSKI Piotr Bogdan;154;0.05;4.65;M;N
2007;29;7;PPP;SZYMCZYK Łukasz;249;0.08;7.51;M;N
2007;29;8;PPP;KOSYL Robert;126;0.04;3.80;M;N
2007;29;9;PPP;STASZEWSKI Sylwester Grzegorz;140;0.04;4.22;M;N
2007;29;10;PPP;LESKI Waldemar;128;0.04;3.86;M;N
2007;29;11;PPP;BREDLAK Zdzisław Józef;50;0.02;1.51;M;N
2007;29;12;PPP;MIKA Adam Wojciech;205;0.06;6.18;M;N
2007;29;13;PPP;PŁACHECKI Krzysztof;116;0.04;3.50;M;N
2007;29;14;PPP;MORITZ Bolesław;194;0.06;5.85;M;N
2007;29;1;PSL;WILK Zygmunt;2777;0.84;18.22;M;N
2007;29;2;PSL;WIĘCKOWSKA Ewa Małgorzata;4133;1.25;27.11;K;N
2007;29;3;PSL;GRYC Jan;1312;0.40;8.61;M;N
2007;29;4;PSL;BREHMER Dietmar Paweł;721;0.22;4.73;M;N
2007;29;5;PSL;DOMBEK Waldemar Józef;447;0.14;2.93;M;N
2007;29;6;PSL;POLOCZEK Mariusz Krzysztof;1079;0.33;7.08;M;N
2007;29;7;PSL;LEWANDOWSKI Marek Witold;559;0.17;3.67;M;N
2007;29;8;PSL;DULIAS Antoni Edward;317;0.10;2.08;M;N
2007;29;9;PSL;SZWAJA Teresa;389;0.12;2.55;K;N
2007;29;10;PSL;BARTKOWIAK Kazimierz Andrzej;831;0.25;5.45;M;N
2007;29;11;PSL;ŚLIWOWSKA Maria Zofia;253;0.08;1.66;K;N
2007;29;12;PSL;ŻELAZO Jacek Stanisław;303;0.09;1.99;M;N
2007;29;13;PSL;CZAPELKA Agnieszka Zofia;358;0.11;2.35;K;N
2007;29;14;PSL;SIBIELAK Henryk Marian;287;0.09;1.88;M;N
2007;29;15;PSL;JURANEK Grzegorz Zbigniew;78;0.02;0.51;M;N
2007;29;16;PSL;LIPARTOWSKI Edmund Józef;51;0.02;0.33;M;N
2007;29;17;PSL;GÓRA Maria;316;0.10;2.07;K;N
2007;29;18;PSL;ZALEWSKI Ryszard Grzegorz;127;0.04;0.83;M;N
2007;29;19;PSL;IDZIK Wiktor Ludwik;278;0.08;1.82;M;N
2007;29;20;PSL;POSTOLSKI Eugeniusz Antoni;628;0.19;4.12;M;N
2007;29;1;PiS;RELIGA Zbigniew Eugeniusz;62228;18.89;63.80;M;T
2007;29;2;PiS;SZARAMA Wojciech Piotr;7645;2.32;7.84;M;T
2007;29;3;PiS;JĘDRYCH Jędrzej;2151;0.65;2.21;M;N
2007;29;4;PiS;CHŁOPEK Aleksander Antoni;5762;1.75;5.91;M;T
2007;29;5;PiS;WITA Tadeusz Antoni;4603;1.40;4.72;M;N
2007;29;6;PiS;ŚWIETLICKI Jacek;1988;0.60;2.04;M;N
2007;29;7;PiS;BURDZIAK Józef;2424;0.74;2.49;M;N
2007;29;8;PiS;BORUTA - GOJNY Bożena Miłosława;1215;0.37;1.25;K;N
2007;29;9;PiS;WYGODA Zbigniew;685;0.21;0.70;M;N
2007;29;10;PiS;PABIS Jerzy Bogusław;517;0.16;0.53;M;N
2007;29;11;PiS;SOKÓŁ - RACHFALSKA Aleksandra Irena;594;0.18;0.61;K;N
2007;29;12;PiS;CZELUŚNIAK Roman Albin;322;0.10;0.33;M;N
2007;29;13;PiS;RUDZKI Stanisław Józef;996;0.30;1.02;M;N
2007;29;14;PiS;BUBNICKA Zofia Marta;1044;0.32;1.07;K;N
2007;29;15;PiS;HERYSZEK Tomasz;283;0.09;0.29;M;N
2007;29;16;PiS;ADAMSKI Cezary;415;0.13;0.43;M;N
2007;29;17;PiS;LACH Ryszard Tadeusz;2556;0.78;2.62;M;N
2007;29;18;PiS;PTAK Jerzy;661;0.20;0.68;M;N
2007;29;19;PiS;PATOŃ Piotr Jerzy;664;0.20;0.68;M;N
2007;29;20;PiS;DITTRICH Grzegorz;787;0.24;0.81;M;N
2007;29;1;Samoobrona;GWÓŹDŹ Rafał Marek;705;0.21;26.05;M;N
2007;29;2;Samoobrona;WYSOCKA Krystyna Teresa;388;0.12;14.34;K;N
2007;29;3;Samoobrona;BARTOSZEWSKI Jan;270;0.08;9.98;M;N
2007;29;4;Samoobrona;MATUSZ Andrzej Antoni;101;0.03;3.73;M;N
2007;29;5;Samoobrona;KRAWCZYK Zygmunt;180;0.05;6.65;M;N
2007;29;6;Samoobrona;SWOBODA Filip;153;0.05;5.65;M;N
2007;29;7;Samoobrona;MAZUR Mieczysław;152;0.05;5.62;M;N
2007;29;8;Samoobrona;GALAS Jerzy Kazimierz;81;0.02;2.99;M;N
2007;29;9;Samoobrona;GRÖLICH Bogdan Amadeusz;96;0.03;3.55;M;N
2007;29;10;Samoobrona;ŁAPAJ Józef Mieczysław;46;0.01;1.70;M;N
2007;29;11;Samoobrona;SOŁTYSIK Adam Ryszard;91;0.03;3.36;M;N
2007;29;12;Samoobrona;KASZCZYK Wiesława;35;0.01;1.29;K;N
2007;29;13;Samoobrona;MODRZEJEWSKI Grzegorz Andrzej;43;0.01;1.59;M;N
2007;29;14;Samoobrona;ETMAŃSKI Krzysztof Tomasz;18;0.01;0.67;M;N
2007;29;15;Samoobrona;JURKUN Mariusz;40;0.01;1.48;M;N
2007;29;16;Samoobrona;STOLINGWA Klaudiusz Adrian;30;0.01;1.11;M;N
2007;29;17;Samoobrona;PISKORZ Tomasz Jan;35;0.01;1.29;M;N
2007;29;18;Samoobrona;GRABIEC Rafał Mateusz;19;0.01;0.70;M;N
2007;29;19;Samoobrona;KOŚCIAŃSKI Robert Andrzej;26;0.01;0.96;M;N
2007;29;20;Samoobrona;NOWAK Katarzyna;197;0.06;7.28;K;N
2007;3;1;LPR;DOBROSZ Janusz;2458;0.44;36.97;M;N
2007;3;2;LPR;BOJANOWSKI Maciej Rafał;1506;0.27;22.65;M;N
2007;3;3;LPR;PAŚKO Marek Lesław;217;0.04;3.26;M;N
2007;3;4;LPR;CHMURZYŃSKI Piotr Michał;119;0.02;1.79;M;N
2007;3;5;LPR;PARTYKA Ireneusz;161;0.03;2.42;M;N
2007;3;6;LPR;ZIOMEK Jerzy Andrzej;174;0.03;2.62;M;N
2007;3;7;LPR;WASZKIEWICZ Piotr Tadeusz;124;0.02;1.86;M;N
2007;3;8;LPR;KAŹMIERCZAK Ryszard;149;0.03;2.24;M;N
2007;3;9;LPR;PARDA Małgorzata;178;0.03;2.68;K;N
2007;3;10;LPR;ZNAMIROWSKI Jacek;82;0.01;1.23;M;N
2007;3;11;LPR;KRESA Mariusz;70;0.01;1.05;M;N
2007;3;12;LPR;MARKOWSKI Marcin Łukasz;129;0.02;1.94;M;N
2007;3;13;LPR;WOŁYNIAK Ireneusz Leszek;142;0.03;2.14;M;N
2007;3;14;LPR;SPICH Anna Teresa;114;0.02;1.71;K;N
2007;3;15;LPR;BORGOWSKI Roman;51;0.01;0.77;M;N
2007;3;16;LPR;POSMYK Stanisław;65;0.01;0.98;M;N
2007;3;17;LPR;KOŁAKOWSKI Tomasz;74;0.01;1.11;M;N
2007;3;18;LPR;KOTAS Mateusz;93;0.02;1.40;M;N
2007;3;19;LPR;JARZĄBEK Zbigniew;98;0.02;1.47;M;N
2007;3;20;LPR;NOWAKOWSKI Henryk;80;0.01;1.20;M;N
2007;3;21;LPR;IWASZKIEWICZ Robert Jarosław;71;0.01;1.07;M;N
2007;3;22;LPR;WEDLER Małgorzata;77;0.01;1.16;K;N
2007;3;23;LPR;RUDOWSKI Bohdan;26;0.00;0.39;M;N
2007;3;24;LPR;BLICHARSKA Elżbieta;97;0.02;1.46;K;N
2007;3;25;LPR;MAURER Robert Jarosław;48;0.01;0.72;M;N
2007;3;26;LPR;GĄSIOROWSKI Cyprian;67;0.01;1.01;M;N
2007;3;27;LPR;TOMCZYK Norbert;179;0.03;2.69;M;N
2007;3;1;LiD;KRASOŃ Janusz;21490;3.86;37.18;M;T
2007;3;2;LiD;SYSKA Michał;6264;1.13;10.84;M;N
2007;3;3;LiD;NOWOTARSKI Bartłomiej;5924;1.07;10.25;M;N
2007;3;4;LiD;OTRĘBA Andrzej;2760;0.50;4.78;M;N
2007;3;5;LiD;WRÓBEL Joanna;2624;0.47;4.54;K;N
2007;3;6;LiD;FITEK Jerzy;1116;0.20;1.93;M;N
2007;3;7;LiD;TRELA Helena;1289;0.23;2.23;K;N
2007;3;8;LiD;CYRUL Czesław;1046;0.19;1.81;M;N
2007;3;9;LiD;WICHA Stanisław;1064;0.19;1.84;M;N
2007;3;10;LiD;ROKICKI Marek Tadeusz;629;0.11;1.09;M;N
2007;3;11;LiD;WIĘCŁAWSKI Jerzy;1387;0.25;2.40;M;N
2007;3;12;LiD;LACH Urszula;1167;0.21;2.02;K;N
2007;3;13;LiD;MISIOREK Paweł Lucjan;1206;0.22;2.09;M;N
2007;3;14;LiD;KRUK-GRĘZIAK Joanna Elżbieta;1050;0.19;1.82;K;N
2007;3;15;LiD;KŁOSOWSKI Dominik;533;0.10;0.92;M;N
2007;3;16;LiD;PAWNUK Józef Krystian;604;0.11;1.05;M;N
2007;3;17;LiD;MORKA Stefan;850;0.15;1.47;M;N
2007;3;18;LiD;SYTA Maciej;765;0.14;1.32;M;N
2007;3;19;LiD;KRZYŻYK Regina Jolanta;325;0.06;0.56;K;N
2007;3;20;LiD;GRABOWSKI Maciej Paweł;555;0.10;0.96;M;N
2007;3;21;LiD;MOROŃ Wojciech;333;0.06;0.58;M;N
2007;3;22;LiD;GRZESIK Stanisław;607;0.11;1.05;M;N
2007;3;23;LiD;GUZIK Artur Sebastian;295;0.05;0.51;M;N
2007;3;24;LiD;ŻUREK Krzysztof;407;0.07;0.70;M;N
2007;3;25;LiD;GŁUCHOWSKA Beata;757;0.14;1.31;K;N
2007;3;26;LiD;CZAJKOWSKI Tomasz;2748;0.49;4.75;M;N
2007;3;1;PO;ZDROJEWSKI Bogdan;213883;38.46;72.29;M;T
2007;3;2;PO;ŁOŚ Andrzej Antoni;6064;1.09;2.05;M;T
2007;3;3;PO;PIECHOTA Sławomir Jan;13345;2.40;4.51;M;T
2007;3;4;PO;WOLAK Ewa Wanda;7686;1.38;2.60;K;T
2007;3;5;PO;MŁYŃCZAK Aldona;5420;0.97;1.83;K;T
2007;3;6;PO;SKORUPA Aleksander Marek;4851;0.87;1.64;M;T
2007;3;7;PO;HUSKOWSKI Stanisław;9584;1.72;3.24;M;T
2007;3;8;PO;RABA Norbert Łukasz;4306;0.77;1.46;M;T
2007;3;9;PO;ŁAPIŃSKI Marek;2596;0.47;0.88;M;N
2007;3;10;PO;WOJCIECHOWSKI Jarosław;2455;0.44;0.83;M;N
2007;3;11;PO;ISKRA Piotr;1589;0.29;0.54;M;N
2007;3;12;PO;LECH Piotr;2361;0.42;0.80;M;N
2007;3;13;PO;KACZOR Roman;3175;0.57;1.07;M;N
2007;3;14;PO;BURDZY Sebastian Robert;1234;0.22;0.42;M;N
2007;3;15;PO;KRZAN Jarosław;947;0.17;0.32;M;N
2007;3;16;PO;GRANOWSKA Renata Małgorzata;1823;0.33;0.62;K;N
2007;3;17;PO;JAROS Michał;4740;0.85;1.60;M;T
2007;3;18;PO;LIBNER-ZONIUK Marta;587;0.11;0.20;K;N
2007;3;19;PO;MILWIW-BARON Piotr;518;0.09;0.18;M;N
2007;3;20;PO;ŁAPIŃSKA-SZYMAŃSKA Katarzyna;1265;0.23;0.43;K;N
2007;3;21;PO;NOWAK Wojciech;757;0.14;0.26;M;N
2007;3;22;PO;KĘDZIOR Kamil;924;0.17;0.31;M;N
2007;3;23;PO;ZINKIEWICZ Barbara;501;0.09;0.17;K;N
2007;3;24;PO;ADAMSKA Anna;1581;0.28;0.53;K;N
2007;3;25;PO;PODCZASZYŃSKI Edward;845;0.15;0.29;M;N
2007;3;26;PO;ILCZYSZYN Marek;274;0.05;0.09;M;N
2007;3;27;PO;DZIERNIEJKO Stanisław;339;0.06;0.11;M;N
2007;3;28;PO;KARPIŃSKI Paweł;2230;0.40;0.75;M;N
