rok;nr_okr;nr_k;komitet;kandydat;glosy;procent_okr;procent_lista;plec;wynik
2015;28;12;KUKIZ;ANDRUSIEWICZ Violetta Ewa;423;0.18;1.54;K;N
2015;28;4;KUKIZ;ORŁOWSKI Bogusław Andrzej;1265;0.53;4.60;M;N
2015;28;6;KUKIZ;SZYMANEK Ewa;1659;0.70;6.03;K;N
2015;28;11;KUKIZ;KOTAS Mariusz;802;0.34;2.91;M;N
2015;28;2;KUKIZ;LECHOWICZ Tomasz Ryszard;1023;0.43;3.72;M;N
2015;28;7;KUKIZ;BRZÓZKA Michał Krzysztof;901;0.38;3.27;M;N
2015;28;13;KUKIZ;ROMANIEWICZ Damian Kazimierz;256;0.11;0.93;M;N
2015;28;12;ZLEW;GRĄDYS Magdalena Barbara;417;0.18;1.59;K;N
2015;28;4;ZLEW;DZWONNIK Stanisław Marian;3382;1.43;12.86;M;N
2015;28;11;ZLEW;WABNIC Łukasz Piotr;490;0.21;1.86;M;N
2015;28;6;ZLEW;MINKINA Roman Bronisław;671;0.28;2.55;M;N
2015;28;7;ZLEW;ZIELIŃSKI Krzysztof Piotr;547;0.23;2.08;M;N
2015;28;2;ZLEW;KONIECZNY Wojciech Jan;2754;1.16;10.47;M;N
2015;28;13;ZLEW;GAŁWA-WIDERA Monika Iwona;267;0.11;1.02;K;N
2015;28;14;ZLEW;KASPRZYK Jacek Franciszek;1600;0.68;6.08;M;N
2015;28;10;ZLEW;SKOREK Agnieszka Wioletta;596;0.25;2.27;K;N
2015;28;8;ZLEW;GLANC Aneta Agnieszka;532;0.22;2.02;K;N
2015;28;1;ZLEW;BALT Marek Paweł;10679;4.51;40.60;M;N
2015;28;5;ZLEW;ZACZKOWSKI Adam Michał;1489;0.63;5.66;M;N
2015;28;9;ZLEW;WOLSKI Zdzisław;903;0.38;3.43;M;N
2015;28;3;ZLEW;MARZEC Danuta Krystyna;1978;0.84;7.52;K;N
2015;28;1;PiS;GIŻYŃSKI Szymon Stanisław;24802;10.48;29.26;M;T
2015;28;5;PiS;SĄDEL Jerzy Bogdan;6307;2.67;7.44;M;N
2015;28;8;PiS;KORAL Jolanta Stefania;1677;0.71;1.98;K;N
2015;28;10;PiS;CHUDZICKI Mariusz Tomasz;1687;0.71;1.99;M;N
2015;28;14;PiS;MICHALSKI Jakub Krzysztof;4452;1.88;5.25;M;N
2015;28;3;PiS;TREPKA Mariusz Wiesław;6025;2.55;7.11;M;N
2015;28;9;PiS;NOWAKOWSKI Jerzy Stanisław;1166;0.49;1.38;M;N
2015;28;4;PiS;GAWRON Andrzej Janusz;9202;3.89;10.85;M;T
2015;28;12;PiS;FAJER Monika;3428;1.45;4.04;K;N
2015;28;13;PiS;KORZONEK Dorota Ewa;2240;0.95;2.64;K;N
2015;28;2;PiS;BURZYŃSKA Lidia Ewa;9760;4.12;11.51;K;T
2015;28;7;PiS;GŁĘBOCKI Konrad Zygmunt;11761;4.97;13.87;M;T
2015;28;6;PiS;JANUS Krzysztof Józef;1758;0.74;2.07;M;N
2015;28;11;PiS;MŁODKOWSKA-PRZEPIÓROWSKA Iwona Helena;508;0.21;0.60;K;N
2015;28;13;PSL;MOTŁOCH Bożena Urszula;244;0.10;2.07;K;N
2015;28;2;PSL;KIEPURA Henryk;3651;1.54;30.94;M;N
2015;28;7;PSL;NIEMCZYK Bernadetta Barbara;297;0.13;2.52;K;N
2015;28;6;PSL;BANASIAK Aleksandra;459;0.19;3.89;K;N
2015;28;11;PSL;SZCZEPAŃSKA Ola Zofia;242;0.10;2.05;K;N
2015;28;4;PSL;SOCHA-KORENDO Anna Marta;947;0.40;8.03;K;N
2015;28;12;PSL;GRZEGORCZYK Alicja Łucja;182;0.08;1.54;K;N
2015;28;3;PSL;SMELA Krzysztof;1226;0.52;10.39;M;N
2015;28;9;PSL;GEILKE Zuzanna;282;0.12;2.39;K;N
2015;28;5;PSL;KAPICA Jacek Wawrzyniec;435;0.18;3.69;M;N
2015;28;1;PSL;GMITRUK Stanisław;2861;1.21;24.25;M;N
2015;28;8;PSL;GAŁUSZKA Małgorzata Ewa;352;0.15;2.98;K;N
2015;28;10;PSL;ŚWIERCZYŃSKI Marcin Zdzisław;329;0.14;2.79;M;N
2015;28;14;PSL;ADAMCZYK Marcin Przemysław;292;0.12;2.47;M;N
2015;28;10;KORWiN;PYKA Anita Stanisława;149;0.06;1.47;K;N
2015;28;8;KORWiN;LICHNOWSKI Andrzej Marian;121;0.05;1.20;M;N
2015;28;1;KORWiN;FICENES Przemysław Paweł;4981;2.10;49.26;M;N
2015;28;5;KORWiN;LIWOCH Sebastian Dariusz;400;0.17;3.96;M;N
2015;28;14;KORWiN;MICHALAK Piotr Dariusz;398;0.17;3.94;M;N
2015;28;3;KORWiN;DOBRZYNIEWICZ Bartłomiej Przemysław;1121;0.47;11.09;M;N
2015;28;9;KORWiN;PIETRZAK Jacek Kamil;302;0.13;2.99;M;N
2015;28;4;KORWiN;ŚWIĄCIK Karolina Janina;438;0.19;4.33;K;N
2015;28;12;KORWiN;HUTKIEWICZ Maciej Paweł;107;0.05;1.06;M;N
2015;28;13;KORWiN;KOMAR Patrycja Katarzyna;270;0.11;2.67;K;N
2015;28;11;KORWiN;GORZELAK Agata Ewa;203;0.09;2.01;K;N
2015;28;6;KORWiN;KOSTRZEWSKA Jowita Magdalena;300;0.13;2.97;K;N
2015;28;7;KORWiN;ZALEWSKI Wojciech Bartosz;351;0.15;3.47;M;N
2015;28;2;KORWiN;DUDEK Jerzy Roland;970;0.41;9.59;M;N
2015;28;12;PETRU;RUDLICKA Magdalena Alina;222;0.09;1.39;K;N
2015;28;4;PETRU;BRONISZEWSKI Jan Krzysztof;385;0.16;2.42;M;N
2015;28;6;PETRU;KAMIŃSKA Sandra Agnieszka;425;0.18;2.67;K;N
2015;28;11;PETRU;ŻELAZKIEWICZ Krzysztof Marek;135;0.06;0.85;M;N
2015;28;2;PETRU;SYKULSKI Leszek;1423;0.60;8.93;M;N
2015;28;7;PETRU;WOSIŃSKI Cezary;430;0.18;2.70;M;N
2015;28;13;PETRU;BIAŁAS Mariusz Norbert;736;0.31;4.62;M;N
2015;28;10;PETRU;BRYK Maciej Stanisław;187;0.08;1.17;M;N
2015;28;5;PETRU;NOWAKOWSKA Monika Elżbieta;784;0.33;4.92;K;N
2015;28;1;PETRU;UJMA Anetta Barbara;9913;4.19;62.18;K;N
2015;28;8;PETRU;SKRZESZOWSKA Joanna Jadwiga;153;0.06;0.96;K;N
2015;28;9;PETRU;BUGAJAK-SOKÓŁ Dorota Agata;135;0.06;0.85;K;N
2015;28;3;PETRU;JĘDRZEJEWSKI Paweł Jan;1014;0.43;6.36;M;N
2015;28;8;STONOGA;URLIK Marcin Michał;84;0.04;6.10;M;N
2015;28;4;STONOGA;BORCZYK Piotr Sebastian;97;0.04;7.04;M;N
2015;28;5;STONOGA;MISZTA Kamila Katarzyna;107;0.05;7.76;K;N
2015;28;1;STONOGA;GIL Rafał Konrad;765;0.32;55.52;M;N
2015;28;6;STONOGA;PIOTROWSKA Katarzyna Małgorzata;104;0.04;7.55;K;N
2015;28;7;STONOGA;JEZIOROWSKI Henryk Piotr;78;0.03;5.66;M;N
2015;28;2;STONOGA;KRYCZKA Janusz Marcin;82;0.03;5.95;M;N
2015;28;3;STONOGA;BARANOWSKA Erendira Maria;61;0.03;4.43;K;N
2015;28;3;BRAUN;ŁUCZAK Agnieszka Małgorzata;38;0.02;6.33;K;N
2015;28;9;BRAUN;SYNOWIEC Agnieszka Maria;56;0.02;9.33;K;N
2015;28;6;BRAUN;WYDMUCH Grzegorz Andrzej;41;0.02;6.83;M;N
2015;28;11;BRAUN;PRZYBYŁA Katarzyna Dorota;41;0.02;6.83;K;N
2015;28;2;BRAUN;PREDKO Jakub Kamil;42;0.02;7.00;M;N
2015;28;7;BRAUN;POŻARLIK Joanna Danuta;32;0.01;5.33;K;N
2015;28;10;BRAUN;OMIOTEK Wojciech Łukasz;21;0.01;3.50;M;N
2015;28;5;BRAUN;SKALIK Małgorzata Józefa;33;0.01;5.50;K;N
2015;28;1;BRAUN;ZADORA Norbert Konrad;195;0.08;32.50;M;N
2015;28;4;BRAUN;GARBACZ Szymon Grzegorz;29;0.01;4.83;M;N
2015;28;8;BRAUN;DĄBROWSKI Bartosz Daniel;30;0.01;5.00;M;N
2015;28;12;BRAUN;KOŁACIŃSKI Krzysztof Mariusz;42;0.02;7.00;M;N
2015;24;13;KUKIZ;MOSS Piotr;375;0.09;0.95;M;N
2015;24;25;KUKIZ;SAROSIEK Izabela;467;0.11;1.18;K;N
2015;24;19;KUKIZ;MATWIEJCZYK Magda;573;0.13;1.45;K;N
2015;24;11;KUKIZ;RAFAŁKO Mariusz;532;0.12;1.35;M;N
2015;24;10;KUKIZ;CYDZIK Antoni;349;0.08;0.88;M;N
2015;24;27;KUKIZ;KOPKO Janusz;535;0.12;1.35;M;N
2015;24;8;KUKIZ;BASIEWICZ Mirosław;330;0.08;0.84;M;N
2015;24;1;KUKIZ;ANDRUSZKIEWICZ Adam;15668;3.60;39.66;M;T
2015;24;26;KUKIZ;RYDZEWSKI Waldemar;218;0.05;0.55;M;N
2015;24;5;KUKIZ;LEWOC Leszek;2054;0.47;5.20;M;N
2015;24;18;KUKIZ;SZTUR Aneta Magdalena;463;0.11;1.17;K;N
2015;24;14;KUKIZ;BUDNICKI Artur;260;0.06;0.66;M;N
2015;24;22;KUKIZ;PIÓRKOWSKI Tomasz;947;0.22;2.40;M;N
2015;24;4;KUKIZ;NIECIECKI Marian;1713;0.39;4.34;M;N
2015;24;12;KUKIZ;PRUSINOWSKI Piotr;849;0.20;2.15;M;N
2015;24;28;KUKIZ;GONCZARUK Paweł;718;0.16;1.82;M;N
2015;24;24;KUKIZ;KOSTECKI Jerzy;395;0.09;1.00;M;N
2015;24;20;KUKIZ;RADZISZEWSKA Dorota;640;0.15;1.62;K;N
2015;24;6;KUKIZ;KOZAKIEWICZ Elżbieta;879;0.20;2.22;K;N
2015;24;17;KUKIZ;JANKOWSKA Wanda;661;0.15;1.67;K;N
2015;24;7;KUKIZ;SIEBIATYŃSKA Eugenia;1155;0.27;2.92;K;N
2015;24;16;KUKIZ;OSTROWSKI Piotr;754;0.17;1.91;M;N
2015;24;2;KUKIZ;JOCZ Dominika;4708;1.08;11.92;K;N
2015;24;21;KUKIZ;MOSIEJEWSKA Maria;312;0.07;0.79;K;N
2015;24;23;KUKIZ;KOŁCZ Izabela Karolina;355;0.08;0.90;K;N
2015;24;15;KUKIZ;ŁUPIŃSKI Wojciech;482;0.11;1.22;M;N
2015;24;3;KUKIZ;KIEŁCZEWSKI Adam;2743;0.63;6.94;M;N
2015;24;9;KUKIZ;JAKONCZUK Emil;374;0.09;0.95;M;N
2015;24;22;PO;SAMUL Marek;426;0.10;0.58;M;N
2015;24;27;PO;ADAMOWICZ-NOSOWSKA Małgorzata;225;0.05;0.31;K;N
2015;24;10;PO;STALEWSKI Wiesław Antoni;270;0.06;0.37;M;N
2015;24;8;PO;RECZKO Mirosław;1038;0.24;1.42;M;N
2015;24;5;PO;MUSIUK Adam;6021;1.38;8.26;M;N
2015;24;26;PO;KARP Jerzy;187;0.04;0.26;M;N
2015;24;1;PO;TYSZKIEWICZ Robert;19453;4.47;26.69;M;T
2015;24;18;PO;FALKOWSKA Beata;365;0.08;0.50;K;N
2015;24;14;PO;KUC Emilia;398;0.09;0.55;K;N
2015;24;13;PO;ŻERO Franciszek Krzysztof;589;0.14;0.81;M;N
2015;24;25;PO;POLAK Stanisława;292;0.07;0.40;K;N
2015;24;19;PO;RACIS Witold Wincenty;132;0.03;0.18;M;N
2015;24;11;PO;JANKOWSKI Adam;1443;0.33;1.98;M;N
2015;24;3;PO;RACZKOWSKI Damian;7331;1.68;10.06;M;N
2015;24;9;PO;GRYCUK Anna;830;0.19;1.14;K;N
2015;24;21;PO;BIERNACKI Maciej;552;0.13;0.76;M;N
2015;24;23;PO;BORYSEWICZ-WYSOCKA Aneta Urszula;392;0.09;0.54;K;N
2015;24;15;PO;KRYNICKI Błażej Jakub;269;0.06;0.37;M;N
2015;24;28;PO;CIMOSZEWICZ Tomasz;14496;3.33;19.89;M;T
2015;24;24;PO;GUTOWSKI Mateusz Damian;223;0.05;0.31;M;N
2015;24;6;PO;CIEŚLIK Leszek Stanisław;2432;0.56;3.34;M;N
2015;24;20;PO;PAC Patrycja;281;0.06;0.39;K;N
2015;24;17;PO;WITKOWSKI Cezary;401;0.09;0.55;M;N
2015;24;7;PO;SERDYŃSKI Piotr;1875;0.43;2.57;M;N
2015;24;2;PO;KAMIŃSKA Bożena;9826;2.26;13.48;K;T
2015;24;16;PO;CHODKIEWICZ Ewelina;243;0.06;0.33;K;N
2015;24;4;PO;PRZYGODZKA Renata;2525;0.58;3.46;K;N
2015;24;12;PO;DOBROWOLSKA-CYLWIK Anna Maria;379;0.09;0.52;K;N
2015;24;22;ZLEW;KOSTRZANOWSKA Weronika;142;0.03;0.44;K;N
2015;24;18;ZLEW;LIPIEC Karolina;185;0.04;0.58;K;N
2015;24;14;ZLEW;NETTER Jan;558;0.13;1.74;M;N
2015;24;10;ZLEW;DĘBSKI Adam;893;0.21;2.79;M;N
2015;24;27;ZLEW;NAZARUK-ZDANUCZYK Agnieszka;597;0.14;1.86;K;N
2015;24;1;ZLEW;BIL-JARUZELSKI Krzysztof Janusz;8519;1.96;26.61;M;N
2015;24;26;ZLEW;ŻERUŃ Katarzyna;95;0.02;0.30;K;N
2015;24;5;ZLEW;WASZKIEWICZ Arkadiusz;768;0.18;2.40;M;N
2015;24;8;ZLEW;BOHDAN Barbara;424;0.10;1.32;K;N
2015;24;11;ZLEW;MIRONOWICZ Mikołaj;524;0.12;1.64;M;N
2015;24;13;ZLEW;GROMADZKI Sławomir;204;0.05;0.64;M;N
2015;24;19;ZLEW;WIŃSKA Agnieszka Ada;128;0.03;0.40;K;N
2015;24;25;ZLEW;SKORUPA Sandra;118;0.03;0.37;K;N
2015;24;9;ZLEW;SANIEWSKI Michał;144;0.03;0.45;M;N
2015;24;3;ZLEW;SOSNA Aleksander;8056;1.85;25.16;M;N
2015;24;23;ZLEW;TYWOŃCZUK Magdalena;151;0.03;0.47;K;N
2015;24;15;ZLEW;JÓZEFOWICZ Mariusz Waldemar;135;0.03;0.42;M;N
2015;24;21;ZLEW;WRÓBEL Marcin Adam;246;0.06;0.77;M;N
2015;24;17;ZLEW;DROZD Bogusława;221;0.05;0.69;K;N
2015;24;20;ZLEW;PIETUCH Wiesław;77;0.02;0.24;M;N
2015;24;6;ZLEW;CZYKWIN Mirosław Mikołaj;2628;0.60;8.21;M;N
2015;24;16;ZLEW;SKIEPKO Mirosław;269;0.06;0.84;M;N
2015;24;2;ZLEW;RYBAKOWICZ Adam;1365;0.31;4.26;M;N
2015;24;7;ZLEW;KORNELUK Karol;1091;0.25;3.41;M;N
2015;24;28;ZLEW;KORONKIEWICZ Wojciech Janusz;3034;0.70;9.48;M;N
2015;24;24;ZLEW;DĄBROWSKI Patryk;124;0.03;0.39;M;N
2015;24;12;ZLEW;PIECZYŃSKA Aniela Halina;338;0.08;1.06;K;N
2015;24;4;ZLEW;JASIONEK Anna;981;0.23;3.06;K;N
2015;24;11;RAZEM;SAKOWSKI Adam;225;0.05;2.00;M;N
2015;24;13;RAZEM;SENDA Grzegorz;145;0.03;1.29;M;N
2015;24;19;RAZEM;WYSOCKI Karol;182;0.04;1.62;M;N
2015;24;18;RAZEM;BORUTA Małgorzata Alicja;129;0.03;1.15;K;N
2015;24;14;RAZEM;STĘPIŃSKA Małgorzata Edyta;114;0.03;1.01;K;N
2015;24;10;RAZEM;KWAPISZ Kinga;221;0.05;1.96;K;N
2015;24;1;RAZEM;PROKOPIUK Seweryn;4079;0.94;36.23;M;N
2015;24;5;RAZEM;POPŁAWSKI Jakub;519;0.12;4.61;M;N
2015;24;8;RAZEM;MIPS Magdalena;198;0.05;1.76;K;N
2015;24;22;RAZEM;KURIANOWICZ-ZIELIŃSKA Halina;115;0.03;1.02;K;N
2015;24;12;RAZEM;SIELAWA Magdalena;212;0.05;1.88;K;N
2015;24;4;RAZEM;RADUCHA Urszula;567;0.13;5.04;K;N
2015;24;6;RAZEM;KOCZOT Dorota;215;0.05;1.91;K;N
2015;24;20;RAZEM;IWANIUK Ewa;223;0.05;1.98;K;N
2015;24;17;RAZEM;IWANIUK Michał;252;0.06;2.24;M;N
2015;24;16;RAZEM;PETRIKOWSKA Kamila Maria;50;0.01;0.44;K;N
2015;24;2;RAZEM;REMBISZEWSKA Justyna;1717;0.39;15.25;K;N
2015;24;7;RAZEM;BACIA Janusz Stanisław;125;0.03;1.11;M;N
2015;24;24;RAZEM;SAKOWSKA Marta;667;0.15;5.92;K;N
2015;24;23;RAZEM;SYDOW Michał;167;0.04;1.48;M;N
2015;24;15;RAZEM;WYSOCKI Robert Łukasz;189;0.04;1.68;M;N
2015;24;21;RAZEM;GUTOWSKI Igor Łukasz;240;0.06;2.13;M;N
2015;24;9;RAZEM;GRZEJSZCZYK Michał Łukasz;87;0.02;0.77;M;N
2015;24;3;RAZEM;NOWAK Tadeusz Zenon;620;0.14;5.51;M;N
2015;24;12;SAMOOBRONA;KOZŁOWSKI Józef Izydor;12;0.00;1.92;M;N
2015;24;4;SAMOOBRONA;SADOWSKI Tadeusz;25;0.01;3.99;M;N
2015;24;20;SAMOOBRONA;SOKOŁOWSKI Grzegorz;10;0.00;1.60;M;N
2015;24;6;SAMOOBRONA;FIERTEK Józef;6;0.00;0.96;M;N
2015;24;17;SAMOOBRONA;PUCZYŃSKA Janina;4;0.00;0.64;K;N
2015;24;7;SAMOOBRONA;KRYŃSKI Marek;17;0.00;2.72;M;N
2015;24;2;SAMOOBRONA;PERKOWSKI Jan;72;0.02;11.50;M;N
2015;24;16;SAMOOBRONA;JAGŁOWSKA Anna;8;0.00;1.28;K;N
2015;24;24;SAMOOBRONA;SOLMIŃSKA Katarzyna;9;0.00;1.44;K;N
2015;24;23;SAMOOBRONA;KOZŁOWSKI Czesław;14;0.00;2.24;M;N
2015;24;15;SAMOOBRONA;POLAKOWSKI Edward;9;0.00;1.44;M;N
2015;24;21;SAMOOBRONA;KONCEWICZ Katarzyna;16;0.00;2.56;K;N
2015;24;9;SAMOOBRONA;JAGŁOWSKI Dariusz Stanisław;10;0.00;1.60;M;N
2015;24;3;SAMOOBRONA;KORYTKOWSKI Kazimierz;45;0.01;7.19;M;N
2015;24;11;SAMOOBRONA;GÓRSKA Urszula;26;0.01;4.15;K;N
2015;24;13;SAMOOBRONA;REMBISZEWSKI Przemysław;16;0.00;2.56;M;N
2015;24;25;SAMOOBRONA;ANDRACKA Krystyna;3;0.00;0.48;K;N
2015;24;19;SAMOOBRONA;MAKSIMCZUK Anna;11;0.00;1.76;K;N
2015;24;18;SAMOOBRONA;PIETRZAK Ewa;14;0.00;2.24;K;N
2015;24;14;SAMOOBRONA;KUŁAK Kamil;15;0.00;2.40;M;N
2015;24;10;SAMOOBRONA;MOICZEK Adam Piotr;29;0.01;4.63;M;N
2015;24;27;SAMOOBRONA;OGONOWSKA Katarzyna;19;0.00;3.04;K;N
2015;24;8;SAMOOBRONA;CZEROBKA Wiesław;16;0.00;2.56;M;N
2015;24;1;SAMOOBRONA;CHMIELEWSKI Andrzej Eugeniusz;159;0.04;25.40;M;N
2015;24;26;SAMOOBRONA;TRZASKA Emil;15;0.00;2.40;M;N
2015;24;5;SAMOOBRONA;MILEWSKA Grażyna;31;0.01;4.95;K;N
2015;24;22;SAMOOBRONA;KRZYWICKA Iwona;15;0.00;2.40;K;N
2015;24;5;KNP;ŁOZIŃSKA Anna;39;0.01;6.20;K;N
2015;24;1;KNP;RAKOWSKI Piotr Jan;137;0.03;21.78;M;N
2015;24;8;KNP;PRUSZKO Marcin;27;0.01;4.29;M;N
2015;24;10;KNP;ZAGROBA Mateusz;31;0.01;4.93;M;N
2015;24;14;KNP;RAKOWSKA Małgorzata;15;0.00;2.38;K;N
2015;24;15;KNP;WINOWSKA Urszula;19;0.00;3.02;K;N
2015;24;3;KNP;HOFFMAN Michał;72;0.02;11.45;M;N
2015;24;9;KNP;GRUDZIŃSKA Agnieszka Olga;25;0.01;3.97;K;N
2015;24;4;KNP;WINOWSKI Maciej;13;0.00;2.07;M;N
2015;24;12;KNP;HODUN Ryszard;5;0.00;0.79;M;N
2015;24;13;KNP;KLEMENSOWICZ Antonina Władysława;5;0.00;0.79;K;N
2015;24;16;KNP;RADEK Dariusz;51;0.01;8.11;M;N
2015;24;2;KNP;KOPACKA Beata Elżbieta;112;0.03;17.81;K;N
2015;24;7;KNP;PARZYSZEK Agata;21;0.00;3.34;K;N
2015;24;6;KNP;ZUBRZYCKI Grzegorz;34;0.01;5.41;M;N
2015;24;11;KNP;LAWRO-WILCZEWSKA Jadwiga Barbara;23;0.01;3.66;K;N
2015;24;22;KORWiN;SAWICKA Walentyna;128;0.03;0.63;K;N
2015;24;14;KORWiN;KUCZYNKO Dorota;91;0.02;0.45;K;N
2015;24;18;KORWiN;SZESTOWICKI Szymon;163;0.04;0.80;M;N
2015;24;1;KORWiN;BARSZCZEWSKI Szczepan Kamil;10938;2.51;53.89;M;N
2015;24;26;KORWiN;ZAJKO Katarzyna;267;0.06;1.32;K;N
2015;24;5;KORWiN;NICEWICZ Stanisław;430;0.10;2.12;M;N
2015;24;8;KORWiN;BARTNIK Stanisław;221;0.05;1.09;M;N
2015;24;27;KORWiN;STELMACH Mikołaj;135;0.03;0.67;M;N
2015;24;10;KORWiN;TOCZYDŁOWSKI Jakub;534;0.12;2.63;M;N
2015;24;11;KORWiN;KOZŁOWSKA Marta;295;0.07;1.45;K;N
2015;24;19;KORWiN;RYŚ Magdalena;374;0.09;1.84;K;N
2015;24;25;KORWiN;SZABŁOWSKI Kamil;160;0.04;0.79;M;N
2015;24;13;KORWiN;LUBOWICKI Eugeniusz;101;0.02;0.50;M;N
2015;24;9;KORWiN;GRYKA Grzegorz;273;0.06;1.35;M;N
2015;24;3;KORWiN;SAWICKI Marcin;1211;0.28;5.97;M;N
2015;24;15;KORWiN;MAJEWSKI Paweł;382;0.09;1.88;M;N
2015;24;23;KORWiN;GAWĘCKA Grażyna;95;0.02;0.47;K;N
2015;24;21;KORWiN;JABŁOŃSKA Katarzyna;336;0.08;1.66;K;N
2015;24;16;KORWiN;KICIŃSKA Agnieszka;169;0.04;0.83;K;N
2015;24;2;KORWiN;MOSHECHKOVA Lilija;745;0.17;3.67;K;N
2015;24;7;KORWiN;KRUK Mariusz;575;0.13;2.83;M;N
2015;24;20;KORWiN;ZDANKIEWICZ Andrzej;134;0.03;0.66;M;N
2015;24;6;KORWiN;MACIEJEWICZ Joanna Barbara;206;0.05;1.01;K;N
2015;24;17;KORWiN;MIŁKOWSKI Tomasz;144;0.03;0.71;M;N
2015;24;24;KORWiN;KOWALSKI Piotr;302;0.07;1.49;M;N
2015;24;28;KORWiN;POLECKI Jacek;535;0.12;2.64;M;N
2015;24;12;KORWiN;DANIŁOWICZ Robert Artur;209;0.05;1.03;M;N
2015;24;4;KORWiN;KOWALEWSKI Krzysztof Dawid;1144;0.26;5.64;M;N
2015;24;18;PETRU;BASZEŃ Karolina Patrycja;64;0.01;0.27;K;N
2015;24;14;PETRU;KOWALCZUK Daniel;137;0.03;0.59;M;N
2015;24;10;PETRU;BOKINIEC Adrian;340;0.08;1.46;M;N
2015;24;27;PETRU;DĄBROWSKA Patrycja Katarzyna;220;0.05;0.94;K;N
2015;24;5;PETRU;KOWALCZYK Paweł;613;0.14;2.62;M;N
2015;24;26;PETRU;PYŁKO Andrzej;336;0.08;1.44;M;N
2015;24;1;PETRU;TRUSKOLASKI Krzysztof;14141;3.25;60.53;M;T
2015;24;8;PETRU;PIERKO Mariusz;161;0.04;0.69;M;N
2015;24;22;PETRU;AMBROŻEWSKI Marian;62;0.01;0.27;M;N
2015;24;11;PETRU;PREDKO-MALISZEWSKA Anna;463;0.11;1.98;K;N
2015;24;13;PETRU;BUKRABA Karol;91;0.02;0.39;M;N
2015;24;19;PETRU;POPŁAWSKA-ARTEMIUK Iwona;69;0.02;0.30;K;N
2015;24;25;PETRU;KAMIŃSKA Iwona Marzena;171;0.04;0.73;K;N
2015;24;23;PETRU;TYSZKIEWICZ Iwona;212;0.05;0.91;K;N
2015;24;15;PETRU;CZEREMCHA Marcin;89;0.02;0.38;M;N
2015;24;21;PETRU;MAJEWSKI Janusz;150;0.03;0.64;M;N
2015;24;9;PETRU;KALINOWSKI Artur;308;0.07;1.32;M;N
2015;24;3;PETRU;WITCZUK Mateusz;201;0.05;0.86;M;N
2015;24;12;PETRU;SZMURŁO Paulina;236;0.05;1.01;K;N
2015;24;4;PETRU;TODORCZUK Anna;556;0.13;2.38;K;N
2015;24;20;PETRU;KONARZEWSKA Monika;110;0.03;0.47;K;N
2015;24;6;PETRU;PERKOWSKI Tomasz;443;0.10;1.90;M;N
2015;24;17;PETRU;MALINOWSKA Beata;193;0.04;0.83;K;N
2015;24;2;PETRU;KONOPKA Marta;2742;0.63;11.74;K;N
2015;24;16;PETRU;KISIELEWSKA-MARTYNIUK Katarzyna;113;0.03;0.48;K;N
2015;24;7;PETRU;SARNACKI Marcin;307;0.07;1.31;M;N
2015;24;28;PETRU;MAŁKOWSKI Andrzej Stanisław;640;0.15;2.74;M;N
2015;24;24;PETRU;WOJNO Zbigniew Bartłomiej;193;0.04;0.83;M;N
2015;24;11;PiS;KRASZEWSKA Elżbieta;1787;0.41;0.90;K;N
2015;24;13;PiS;BUJWICKI Piotr Karol;2470;0.57;1.25;M;N
2015;24;25;PiS;ŁYNKO Dorota;878;0.20;0.44;K;N
2015;24;19;PiS;ŁUKASZEWICZ Henryk;628;0.14;0.32;M;N
2015;24;18;PiS;TOŁWIŃSKI Krzysztof;3724;0.86;1.88;M;N
2015;24;14;PiS;ŻOCHOWSKI Jan;468;0.11;0.24;M;N
2015;24;27;PiS;MIODUSZEWSKI Andrzej;3425;0.79;1.73;M;N
2015;24;10;PiS;WNOROWSKI Henryk Jan;6431;1.48;3.25;M;N
2015;24;8;PiS;BOGUCKI Jacek;9707;2.23;4.91;M;T
2015;24;26;PiS;KONDRACKA Monika Mariola;1192;0.27;0.60;K;N
2015;24;5;PiS;ŻALEK Jacek;12370;2.84;6.26;M;T
2015;24;1;PiS;JURGIEL Krzysztof;44620;10.25;22.58;M;T
2015;24;22;PiS;KOWIESKA Wioletta;755;0.17;0.38;K;N
2015;24;12;PiS;KLECZKOWSKI Marcin;2640;0.61;1.34;M;N
2015;24;4;PiS;KOŁAKOWSKI Lech Antoni;15106;3.47;7.65;M;T
2015;24;6;PiS;KRYNICKA Bernadeta;7624;1.75;3.86;K;T
2015;24;20;PiS;TOMASIK Urszula;859;0.20;0.43;K;N
2015;24;17;PiS;HARTUNG Mirosław;2187;0.50;1.11;M;N
2015;24;7;PiS;GWIAZDOWSKI Kazimierz;6787;1.56;3.44;M;T
2015;24;2;PiS;ZIELIŃSKI Jarosław;28865;6.63;14.61;M;T
2015;24;16;PiS;KOMOROWSKI Marek Adam;1899;0.44;0.96;M;N
2015;24;28;PiS;TYLENDA Karol;4286;0.98;2.17;M;N
2015;24;24;PiS;NIENAŁTOWSKA Bożena;377;0.09;0.19;K;N
2015;24;23;PiS;KARŁOWICZ Barbara;773;0.18;0.39;K;N
2015;24;15;PiS;JELSKA - JAROŚ Bożena Jolanta;4037;0.93;2.04;K;N
2015;24;21;PiS;ZALEWSKA Barbara;2791;0.64;1.41;K;N
2015;24;9;PiS;KUCHAREWICZ Grzegorz;2511;0.58;1.27;M;N
2015;24;3;PiS;PIONTKOWSKI Dariusz;28378;6.52;14.36;M;T
